data(p87):a1(A,1):-0.29557053869733513 
data(p36):a3(A,2):-0.043448378101169034 
data(p36):a4(A,2):0.22411298634404747 
data(p36):a5(A,2):0.14839564521961598 
data(p36):a6(A,3):0.10593143162943112 
data(p36):a7(A,2):0.049024424377736374 
data(p36):a8(A,3):-0.3929804389092621 
data(p36):a9(A,2):0.6310234045773906 
data(p36):a10(A,1):-0.6250800562903602 
data(p36):a11(A,2):0.4090416118621788 
data(p36):a12(A,1):-0.5824071391621705 
data(p36):a13(A,0):-0.4542098111527319 
data(p36):a14(A,1):-0.15484042687870644 
data(p36):a15(A,1):0.4930586314893683 
data(p36):a16(A,1):-0.0374983803350287 
data(p36):a17(A,1):-0.026012983565448226 
data(p36):a18(A,0):0.14188198586882442 
data(p36):a19(A,1):0.1722426602433673 
data(p36):a20(A,2):0.053004267578415455 
data(p36):a21(A,1):-0.9723589932921919 
data(p36):a22(A,1):0.09377650740568293 
data(p36):a23(A,3):0.8941458112841647 
data(p36):a24(A,2):0.3285483777766437 
data(p36):a25(A,0):-0.0014758306198191262 
data(p36):a26(A,0):0.16006779857489145 
data(p36):a27(A,1):-0.49683082751710245 
data(p36):a28(A,1):-0.3112540022333517 
data(p36):a29(A,1):-0.4639223943272174 
data(p36):a30(A,0):-0.1279719255204497 
data(p36):a31(A,0):0.31506540193910465 
data(p36):a32(A,0):0.13621988241004857 
data(p36):a33(A,0):-0.125367415757386 
data(p36):a34(A,1):0.1034599385243906 
data(p36):a35(A,1):0.3912093148218495 
data(p36):a36(A,2):-0.4940686950115923 
data(p36):a37(A,1):0.13473882952862784 
data(p36):a38(A,1):-0.35183318853756895 
data(p36):a39(A,1):-0.11866415695915285 
data(p36):a40(A,0):0.2534681633184443 
data(p36):a41(A,0):-0.2654862387865549 
data(p36):a42(A,0):-0.21897280815082767 
data(p36):a43(A,0):-0.2761105941081257 
data(p36):a44(A,0):-0.47566467851698085 
data(p36):a45(A,0):-0.2800842320959658 
data(p36):a46(A,0):-0.6143349120207964 
data(p36):a47(A,0):-0.06261040649256852 
data(p36):a48(A,0):-1.2226281244737034 
data(p36):a49(A,0):-0.28088432268246877 
data(p36):a50(A,1):0.25353972557795423 
data(p36):a51(A,3):0.8951541787267198 
data(p36):a52(A,3):0.8866087971728865 
data(p36):a53(A,2):-0.0731540961914303 
data(p36):a54(A,0):0.16708698793164717 
data(p36):a55(A,2):-0.7169178791546847 
data(p36):a56(A,2):-0.053496300345085734 
data(p36):a57(A,2):-0.10902095060467745 
data(p36):a58(A,3):0.25601091974895446 
data(p36):a59(A,3):0.09307705194916893 
data(p36):a60(A,2):-0.17439814625687544 
data(p52):a1(A,0):-0.3854245915206385 
data(p52):a2(A,0):0.0756743565270309 
data(p52):a3(A,1):0.07567105925460882 
data(p52):a4(A,1):-0.37000403286084366 
data(p52):a5(A,0):-0.4002156826232321 
data(p52):a6(A,1):-0.1529679510796793 
data(p52):a7(A,0):0.016044011423663018 
data(p52):a8(A,0):0.30731250788703257 
data(p52):a9(A,0):-0.935260285929431 
data(p52):a10(A,0):-0.5471663672485814 
data(p52):a11(A,0):-0.4133775055404984 
data(p52):a12(A,0):-0.710015301871378 
data(p52):a13(A,0):-0.2584399583676558 
data(p52):a14(A,0):-0.200983426062794 
data(p52):a15(A,1):0.5168398523516554 
data(p52):a16(A,1):-0.004537157465249049 
data(p52):a17(A,2):0.09914234863339931 
data(p52):a18(A,1):0.09004688757058749 
data(p52):a19(A,1):0.18470665758427288 
data(p52):a20(A,0):-0.041833167981543844 
data(p52):a21(A,1):-1.008182041678656 
data(p52):a22(A,1):0.022761811303889917 
data(p52):a23(A,1):-0.9628417915497632 
data(p52):a24(A,1):-0.33877133071443094 
data(p52):a25(A,1):-0.042075592197803366 
data(p52):a26(A,2):-0.11424370980285493 
data(p52):a27(A,2):0.1382829763399346 
data(p52):a28(A,1):-0.3639523343707013 
data(p52):a29(A,0):-0.30441584212258493 
data(p52):a30(A,0):-0.12915454115780184 
data(p52):a31(A,2):-0.2876889619498408 
data(p52):a32(A,2):-0.23092358024509738 
data(p52):a33(A,1):-0.08450925096250228 
data(p52):a34(A,2):-0.09003266102817979 
data(p52):a35(A,2):-0.4459027890790853 
data(p52):a36(A,2):-0.5583473717832842 
data(p52):a37(A,2):0.14834682659026224 
data(p52):a38(A,3):0.3405370477034044 
data(p52):a39(A,3):0.25359786025353254 
data(p52):a40(A,3):-0.2312909778604409 
data(p52):a41(A,3):0.246300485786349 
data(p52):a42(A,2):0.16011763671604903 
data(p52):a43(A,2):0.09233282660733699 
data(p52):a44(A,0):-0.4424294190659647 
data(p52):a45(A,0):-0.26197037952675895 
data(p52):a46(A,0):-0.6731081384305312 
data(p52):a47(A,0):-0.09348941582289856 
data(p52):a48(A,0):-0.7752548222669845 
data(p52):a49(A,0):-0.17619666223664684 
data(p52):a50(A,0):0.3551144428400145 
data(p52):a51(A,1):-0.5955677416875385 
data(p52):a52(A,0):-1.0926496591807926 
data(p52):a53(A,0):-0.010795190834275126 
data(p52):a54(A,0):0.19094457096614992 
data(p52):a55(A,1):0.48938871019823754 
data(p52):a56(A,0):0.012669767291390088 
data(p52):a57(A,1):0.10991387138774741 
data(p52):a58(A,0):-0.25254193972836114 
data(p52):a59(A,1):-0.1359863297635054 
data(p52):a60(A,0):-0.005609243802811856 
data(p79):a1(A,2):0.22231299809360153 
data(p79):a2(A,2):-0.07294000739989125 
data(p79):a3(A,0):0.07221963002986183 
data(p79):a4(A,1):-0.3746852460623719 
data(p79):a5(A,0):-0.566802120620939 
data(p79):a6(A,1):-0.1528058394908844 
data(p79):a7(A,3):-0.0621989249207189 
data(p79):a8(A,2):-0.18553775981277437 
data(p79):a9(A,1):-0.4585396761984435 
data(p79):a10(A,0):-0.8125308577928765 
data(p79):a11(A,0):-0.36383230391457616 
data(p79):a12(A,1):-0.46423303546810063 
data(p79):a13(A,1):-0.15589885110764573 
data(p79):a14(A,3):0.06719823270583812 
data(p79):a15(A,3):-1.0900704859790855 
data(p79):a16(A,3):-0.14131043887875486 
data(p79):a17(A,3):-0.10307857681715817 
data(p79):a18(A,3):-0.1272859054046895 
data(p79):a19(A,3):-0.24991998187474468 
data(p79):a20(A,3):0.036023184962436845 
data(p79):a21(A,3):1.2308024875959087 
data(p79):a22(A,3):-0.14528435628499825 
data(p79):a23(A,2):0.5172355543128929 
data(p79):a24(A,3):0.2689964708167836 
data(p79):a25(A,3):-0.016523122568636243 
data(p79):a26(A,3):-0.10009723327012132 
data(p79):a27(A,2):-0.02020385165335305 
data(p79):a28(A,1):-0.3539513789745579 
data(p79):a29(A,0):-0.31553409795111503 
data(p79):a30(A,0):-0.13020372928678955 
data(p79):a31(A,0):0.3360522534637042 
data(p79):a32(A,0):0.10364686949187438 
data(p79):a33(A,0):-0.1396379165021899 
data(p79):a34(A,0):0.07892494126081774 
data(p79):a35(A,0):0.4965017500071889 
data(p79):a36(A,0):1.166646580996263 
data(p79):a37(A,0):0.10269203705687113 
data(p79):a38(A,0):-0.41922570932791814 
data(p79):a39(A,0):-0.4527971947734434 
data(p79):a40(A,0):0.2611019761841499 
data(p79):a41(A,0):-0.24751460265019282 
data(p79):a42(A,0):-0.1747421393173238 
data(p79):a43(A,0):-0.28205072748305715 
data(p79):a44(A,1):-0.3077452200104683 
data(p79):a45(A,0):-0.2558840435614466 
data(p79):a46(A,0):-0.6185873020537298 
data(p79):a47(A,1):-0.027105868854133658 
data(p79):a48(A,1):-0.030581754391102115 
data(p79):a49(A,2):-0.06341821263499924 
data(p79):a50(A,3):-0.39135366474150146 
data(p79):a51(A,2):0.8427196639951181 
data(p79):a52(A,1):-0.8003845027969754 
data(p79):a53(A,2):-0.06035700065776122 
data(p79):a54(A,0):0.12718298657936256 
data(p79):a55(A,1):0.45748607736219193 
data(p79):a56(A,2):-0.09908049486748846 
data(p79):a57(A,1):0.13360017768280705 
data(p79):a58(A,1):-0.18125686706093688 
data(p79):a59(A,1):-0.13365223275009752 
data(p79):a60(A,0):-0.12769954659404054 
data(p15):a1(A,0):-0.3837064759310975 
data(p15):a2(A,2):-0.07096877290534344 
data(p15):a3(A,3):-0.09491915405786629 
data(p15):a4(A,2):0.24153430435972 
data(p15):a5(A,1):0.06670022848605524 
data(p15):a6(A,0):-0.13851754531932037 
data(p15):a7(A,0):0.012450860911013342 
data(p15):a8(A,0):0.3280564829547804 
data(p15):a9(A,1):-0.3854945319567399 
data(p15):a10(A,2):0.47401907568719753 
data(p15):a11(A,1):-0.23589781004509225 
data(p15):a12(A,1):-0.5312795565029246 
data(p15):a13(A,2):0.228000627257936 
data(p15):a14(A,1):-0.1854236793642578 
data(p15):a15(A,0):0.467047696359056 
data(p15):a16(A,1):-0.01447589863260349 
data(p15):a17(A,2):0.06426909659281646 
data(p15):a18(A,2):-0.15252040050069612 
data(p15):a19(A,2):-0.33157898778577427 
data(p15):a20(A,2):0.013466969232596916 
data(p15):a21(A,1):-1.1467767114903458 
data(p15):a22(A,1):0.036038563858552385 
data(p15):a23(A,0):-1.1634440072154622 
data(p15):a24(A,0):-0.3579044488901743 
data(p15):a25(A,1):-0.011942433072769789 
data(p15):a26(A,3):-0.08523879618177384 
data(p15):a27(A,2):0.1895497874109158 
data(p15):a28(A,0):-0.176536837521163 
data(p15):a29(A,0):-0.3117108638358782 
data(p15):a30(A,0):-0.17095715274666387 
data(p15):a31(A,0):0.35604504457597336 
data(p15):a32(A,1):0.30843436170488037 
data(p15):a33(A,2):0.11506786718208686 
data(p15):a34(A,1):0.08157014848734533 
data(p15):a35(A,1):0.41987529252919376 
data(p15):a36(A,2):-0.5188802576178996 
data(p15):a37(A,3):-0.3401268171508029 
data(p15):a38(A,2):0.25558419339070715 
data(p15):a39(A,3):0.2554045645939617 
data(p15):a40(A,3):-0.3112221773458477 
data(p15):a41(A,2):0.27087960770400904 
data(p15):a42(A,2):0.12524047743674338 
data(p15):a43(A,2):0.0420359025102396 
data(p15):a44(A,2):0.2747145678434679 
data(p15):a45(A,1):-0.32895716872749137 
data(p15):a46(A,1):0.03573731137279497 
data(p15):a47(A,0):-0.10568071530823857 
data(p15):a48(A,0):-0.8923063735429082 
data(p15):a49(A,2):-0.08240276464365645 
data(p15):a50(A,1):0.22786270086824773 
data(p15):a51(A,0):-1.0601660832411641 
data(p15):a52(A,1):-0.7241118133789022 
data(p15):a53(A,1):-0.010270224858398092 
data(p15):a54(A,3):-0.06563297903241583 
data(p15):a55(A,3):-0.7201282593865876 
data(p15):a56(A,1):-0.1341624955610999 
data(p15):a57(A,3):-0.07026140454165708 
data(p15):a58(A,3):0.2482240873262193 
data(p15):a59(A,3):0.0739661125362572 
data(p15):a60(A,2):-0.2538088227263272 
data(p101):a1(A,3):0.3891294503882778 
data(p101):a2(A,3):-0.03886960316617449 
data(p101):a3(A,3):-0.11383815429674751 
data(p101):a4(A,3):0.5754614377776086 
data(p101):a5(A,3):0.16446072570526285 
data(p101):a6(A,2):0.14091575256982025 
data(p101):a7(A,1):0.0115834316216029 
data(p101):a8(A,1):0.29004816297122593 
data(p101):a9(A,2):0.63042269037223 
data(p101):a10(A,3):0.532624442528729 
data(p101):a11(A,3):0.35895544206709795 
data(p101):a12(A,3):0.5457615220155884 
data(p101):a13(A,3):0.1326919477297651 
data(p101):a14(A,3):0.0768682801587256 
data(p101):a15(A,3):-1.0187981242570174 
data(p101):a16(A,3):-0.0944493677058468 
data(p101):a17(A,3):-0.17745340164496595 
data(p101):a18(A,3):-0.12136196918191544 
data(p101):a19(A,3):-0.29327627024607344 
data(p101):a20(A,2):0.07024263997522696 
data(p101):a21(A,2):0.6744537639721995 
data(p101):a22(A,0):0.18471991727980586 
data(p101):a23(A,0):-0.7498011443590575 
data(p101):a24(A,0):-0.34161361444868144 
data(p101):a25(A,0):0.011872701645767071 
data(p101):a26(A,0):0.18663933568836924 
data(p101):a27(A,0):0.09723174174440133 
data(p101):a28(A,0):-0.06601633091491194 
data(p101):a29(A,0):-0.23851841836657212 
data(p101):a30(A,0):-0.09989301511387767 
data(p101):a31(A,0):0.39146551041583283 
data(p101):a32(A,0):0.14205424501535469 
data(p101):a33(A,0):-0.10576019612423213 
data(p101):a34(A,0):0.09481237060591348 
data(p101):a35(A,1):0.359330598884651 
data(p101):a36(A,0):1.336284968265009 
data(p101):a37(A,0):0.13331923898753736 
data(p101):a38(A,1):-0.339514312227707 
data(p101):a39(A,1):-0.13110454556148268 
data(p101):a40(A,0):0.3764136973468451 
data(p101):a41(A,0):-0.2027861980519807 
data(p101):a42(A,1):-0.13158280026429445 
data(p101):a43(A,0):-0.16006303598847682 
data(p101):a44(A,1):-0.29727654582491914 
data(p101):a45(A,0):-0.27923816334760015 
data(p101):a46(A,0):-0.4560219542784524 
data(p101):a47(A,1):-0.013565889839219311 
data(p101):a48(A,1):0.020407646564014528 
data(p101):a49(A,0):-0.2486044695895776 
data(p101):a50(A,0):0.2239241586076125 
data(p101):a51(A,3):1.1057232492218445 
data(p101):a52(A,1):-0.6101668672986373 
data(p101):a53(A,3):0.02697856290986913 
data(p101):a54(A,2):-0.24255689341860717 
data(p101):a55(A,3):-0.551282519866542 
data(p101):a56(A,3):0.25225014117460287 
data(p101):a57(A,3):-0.11167429248045871 
data(p101):a58(A,1):-0.18243222445054239 
data(p101):a59(A,3):0.10169485922206048 
data(p101):a60(A,3):0.30384506967379055 
data(p53):a1(A,0):-0.40871497990073846 
data(p53):a2(A,0):0.046598861256107835 
data(p53):a3(A,0):0.07508243832449539 
data(p53):a4(A,0):-0.4159555314719819 
data(p53):a5(A,1):0.011925845062637126 
data(p53):a6(A,1):-0.12832209988543614 
data(p53):a7(A,1):0.016015393804157778 
data(p53):a8(A,0):0.30010581726029745 
data(p53):a9(A,0):-1.066617301590542 
data(p53):a10(A,0):-0.7119571250809856 
data(p53):a11(A,1):-0.3545724841540279 
data(p53):a12(A,1):-0.5462533235526112 
data(p53):a13(A,2):0.286674234445645 
data(p53):a14(A,1):-0.19000074755651525 
data(p53):a15(A,1):0.5026113887894669 
data(p53):a16(A,1):-0.05978214086533702 
data(p53):a17(A,1):-0.039487032568100204 
data(p53):a18(A,1):0.09667079496876387 
data(p53):a19(A,1):0.17971498001461722 
data(p53):a20(A,1):-0.03458561891073153 
data(p53):a21(A,1):-1.0053201277105612 
data(p53):a22(A,1):0.057912394140329226 
data(p53):a23(A,1):-0.9268623791822954 
data(p53):a24(A,2):0.32335257539884027 
data(p53):a25(A,3):0.012017635793525982 
data(p53):a26(A,3):-0.06286702071575781 
data(p53):a27(A,3):0.2665298166378291 
data(p53):a28(A,2):0.12390963301118887 
data(p53):a29(A,1):-0.4975903628234327 
data(p53):a30(A,1):-0.08733176753193363 
data(p53):a31(A,1):0.21919923256766952 
data(p53):a32(A,1):0.34783048483277085 
data(p53):a33(A,0):-0.11133003593566684 
data(p53):a34(A,0):0.08817559107850963 
data(p53):a35(A,0):0.4817659108137275 
data(p53):a36(A,1):0.6550996253405326 
data(p53):a37(A,1):0.11260232325291686 
data(p53):a38(A,1):-0.3150067534813035 
data(p53):a39(A,1):-0.12420094281148335 
data(p53):a40(A,0):0.25354942135585595 
data(p53):a41(A,0):-0.30610778937821664 
data(p53):a42(A,1):-0.12875211345408524 
data(p53):a43(A,1):-0.2797644014066233 
data(p53):a44(A,1):-0.3265299442571432 
data(p53):a45(A,0):-0.25057842250596857 
data(p53):a46(A,0):-0.6322793584766608 
data(p53):a47(A,0):-0.07460714782591844 
data(p53):a48(A,1):-0.0736746042812223 
data(p53):a49(A,0):-0.22677311371295764 
data(p53):a50(A,0):0.3309890730471443 
data(p53):a51(A,0):-1.150583876377068 
data(p53):a52(A,0):-1.1841278830885602 
data(p53):a53(A,0):-0.03152971377865925 
data(p53):a54(A,1):0.1376974855916938 
data(p53):a55(A,2):-0.7376126089640374 
data(p53):a56(A,1):-0.17131405354961557 
data(p53):a57(A,0):0.09622619866884717 
data(p53):a58(A,2):0.21277909875138265 
data(p53):a59(A,1):-0.13881149713203933 
data(p53):a60(A,0):-0.042255632646645294 
data(p84):a1(A,1):-0.2495305815851983 
data(p84):a2(A,2):-0.12800912665197606 
data(p84):a3(A,2):-0.04670802498329433 
data(p84):a4(A,0):-0.4402254296772327 
data(p84):a5(A,3):0.1875392617113196 
data(p84):a6(A,2):0.15367429157461865 
data(p84):a7(A,2):0.06278577137487501 
data(p84):a8(A,1):0.26961570499019977 
data(p84):a9(A,1):-0.4002726095224306 
data(p84):a10(A,1):-0.5931802563427941 
data(p84):a11(A,3):0.26905336736293517 
data(p84):a12(A,3):0.5112247356323399 
data(p84):a13(A,3):0.19404290895154028 
data(p84):a14(A,3):0.08981879726157152 
data(p84):a15(A,3):-1.0620579426069294 
data(p84):a16(A,3):-0.16059954564813259 
data(p84):a17(A,3):-0.2507232197161243 
data(p84):a18(A,3):-0.16235662406048323 
data(p84):a19(A,3):-0.31801179136384844 
data(p84):a20(A,3):0.042936391303521844 
data(p84):a21(A,2):0.6456981026467965 
data(p84):a22(A,3):-0.19859907126197884 
data(p84):a23(A,1):-1.0004923620075754 
data(p84):a24(A,1):-0.34211042544516984 
data(p84):a25(A,2):0.006537127898123092 
data(p84):a26(A,2):-0.12957987978763302 
data(p84):a27(A,1):-0.6259756164194182 
data(p84):a28(A,0):-0.2352615265819385 
data(p84):a29(A,1):-0.5001446990292238 
data(p84):a30(A,2):0.13527382022763493 
data(p84):a31(A,2):-0.3694041265664622 
data(p84):a32(A,1):0.27379943654375194 
data(p84):a33(A,1):-0.06762053086335543 
data(p84):a34(A,1):0.10147730743097193 
data(p84):a35(A,0):0.4603422802279811 
data(p84):a36(A,0):1.2618534616229162 
data(p84):a37(A,1):0.11000620756230862 
data(p84):a38(A,1):-0.3384337415007676 
data(p84):a39(A,0):-0.47189992524682856 
data(p84):a40(A,1):0.32135940517025813 
data(p84):a41(A,1):-0.19773544954712732 
data(p84):a42(A,1):-0.1272379684725835 
data(p84):a43(A,0):-0.22399925622084477 
data(p84):a44(A,1):-0.2977652294831168 
data(p84):a45(A,2):-0.029550899122419462 
data(p84):a46(A,2):0.17291380355841807 
data(p84):a47(A,3):0.07053053988995937 
data(p84):a48(A,3):0.3873819751634835 
data(p84):a49(A,2):-0.06935051867330189 
data(p84):a50(A,2):-0.2498433914594579 
data(p84):a51(A,1):-0.8209541211982102 
data(p84):a52(A,0):-1.286081263112366 
data(p84):a53(A,2):-0.010483658556447754 
data(p84):a54(A,1):0.1025998457847785 
data(p84):a55(A,2):-0.7446679509708478 
data(p84):a56(A,2):-0.062322605156621726 
data(p84):a57(A,0):0.1186466164210201 
data(p84):a58(A,0):-0.30440410223372305 
data(p84):a59(A,0):0.010846338496113443 
data(p84):a60(A,2):-0.18214637438220263 
data(p207):a1(A,2):0.2812555807612624 
data(p207):a2(A,2):-0.06107954341153741 
data(p207):a3(A,2):-0.05763932628912819 
data(p207):a4(A,2):0.25522478518426345 
data(p207):a5(A,0):-0.4537962260834356 
data(p207):a6(A,3):0.2555825113343885 
data(p207):a7(A,2):0.060396730022823905 
data(p207):a8(A,2):-0.20168257493581648 
data(p207):a9(A,2):0.7232594218285231 
data(p207):a10(A,2):0.8322886365806667 
data(p207):a11(A,2):0.3450713079863047 
data(p207):a12(A,2):0.605338649972974 
data(p207):a13(A,0):-0.29308134015912163 
data(p207):a14(A,0):-0.13134661860639343 
data(p207):a15(A,0):0.5570561646418629 
data(p207):a16(A,0):0.0017825851398734476 
data(p207):a17(A,1):0.07754056280941912 
data(p207):a18(A,1):0.16804595165785205 
data(p207):a19(A,0):0.3054067114305846 
data(p207):a20(A,1):-0.06024862971801246 
data(p207):a21(A,1):-0.8052271080785187 
data(p207):a22(A,2):-0.1212342388448557 
data(p207):a23(A,2):0.6179336448281512 
data(p207):a24(A,2):0.33052451638244046 
data(p207):a25(A,3):0.054081202754722814 
data(p207):a26(A,3):-0.0689352146922222 
data(p207):a27(A,3):0.3789625053161415 
data(p207):a28(A,2):0.17321518418264664 
data(p207):a29(A,2):0.23231899691775745 
data(p207):a30(A,2):0.1464929337340222 
data(p207):a31(A,3):-0.3374333385244851 
data(p207):a32(A,2):-0.11792775114729906 
data(p207):a33(A,1):-0.08850207638324681 
data(p207):a34(A,0):0.11722185090377875 
data(p207):a35(A,0):0.5513230718433553 
data(p207):a36(A,0):1.50288451723338 
data(p207):a37(A,0):0.16391802711072603 
data(p207):a38(A,1):-0.3323853103857362 
data(p207):a39(A,0):-0.38758223896528254 
data(p207):a40(A,0):0.2904561522906915 
data(p207):a41(A,0):-0.2359213126860439 
data(p207):a42(A,0):-0.2059268492456822 
data(p207):a43(A,0):-0.16791585874938134 
data(p207):a44(A,1):-0.2778438162262495 
data(p207):a45(A,1):-0.30848147252129443 
data(p207):a46(A,1):0.114050578348488 
data(p207):a47(A,2):-0.08829856406053359 
data(p207):a48(A,2):0.3903147846293063 
data(p207):a49(A,2):-0.008744959120146261 
data(p207):a50(A,2):-0.23817796565250324 
data(p207):a51(A,0):-1.1931724854544268 
data(p207):a52(A,1):-0.5105500026955099 
data(p207):a53(A,0):-0.006425722821074448 
data(p207):a54(A,2):-0.23684710913182705 
data(p207):a55(A,0):0.6984873901832348 
data(p207):a56(A,0):0.030881968399318185 
data(p207):a57(A,0):0.11035513502175606 
data(p207):a58(A,2):0.22235840441835666 
data(p207):a59(A,0):0.019245399948402478 
data(p207):a60(A,1):-0.0051023865177901835 
data(p95):a1(A,0):-0.44778706375661814 
data(p95):a2(A,2):-0.1305648047099318 
data(p95):a3(A,0):0.0870764830880969 
data(p95):a4(A,0):-0.39757965551802216 
data(p95):a5(A,1):0.04087426308700619 
data(p95):a6(A,2):0.13890854614724174 
data(p95):a7(A,3):-0.0768768084954894 
data(p95):a8(A,2):-0.24045726639276147 
data(p95):a9(A,1):-0.35204532568274705 
data(p95):a10(A,1):-0.6417312728269866 
data(p95):a11(A,0):-0.45965848172619156 
data(p95):a12(A,1):-0.5398617341055625 
data(p95):a13(A,1):-0.14676734685192655 
data(p95):a14(A,2):0.3203668251315388 
data(p95):a15(A,2):0.07469665615766882 
data(p95):a16(A,1):-0.02421287946312562 
data(p95):a17(A,0):0.08655572545616974 
data(p95):a18(A,0):0.13716781707897072 
data(p95):a19(A,1):0.178802020810561 
data(p95):a20(A,1):-0.02750571710867823 
data(p95):a21(A,0):-0.9482549990110634 
data(p95):a22(A,0):0.08212360996606217 
data(p95):a23(A,1):-0.8761777316804612 
data(p95):a24(A,1):-0.3549460913062681 
data(p95):a25(A,2):-0.010574200795836092 
data(p95):a26(A,1):-0.0010317031974081585 
data(p95):a27(A,1):-0.5539372223818606 
data(p95):a28(A,2):0.1076027220046561 
data(p95):a29(A,3):0.44302136974599093 
data(p95):a30(A,3):0.06852882925694476 
data(p95):a31(A,1):0.1949483170705068 
data(p95):a32(A,1):0.3110107630252551 
data(p95):a33(A,3):0.014222894026640858 
data(p95):a34(A,2):-0.11050490114621368 
data(p95):a35(A,1):0.46983484005245923 
data(p95):a36(A,0):1.381553066271654 
data(p95):a37(A,0):0.09714788584452244 
data(p95):a38(A,1):-0.29907111543387727 
data(p95):a39(A,2):0.2518042802365016 
data(p95):a40(A,1):0.23159361839268425 
data(p95):a41(A,1):-0.24764043526806395 
data(p95):a42(A,2):0.16596462158156133 
data(p95):a43(A,1):-0.2557489489440287 
data(p95):a44(A,1):-0.35299900111355587 
data(p95):a45(A,0):-0.29264232931978595 
data(p95):a46(A,0):-0.6700554468331601 
data(p95):a47(A,1):-0.08591448726205071 
data(p95):a48(A,0):-1.108912833378038 
data(p95):a49(A,1):0.13972391357219077 
data(p95):a50(A,0):0.3299170374744868 
data(p95):a51(A,1):-0.5880320442291552 
data(p95):a52(A,2):0.7730942761459613 
data(p95):a53(A,1):0.027533794214203433 
data(p95):a54(A,0):0.21178639848823427 
data(p95):a55(A,2):-0.7450360653797234 
data(p95):a56(A,2):-0.08799339527785432 
data(p95):a57(A,2):-0.11429849383090461 
data(p95):a58(A,0):-0.33551518053124063 
data(p95):a59(A,0):0.00029339304293031596 
data(p95):a60(A,0):-0.012062653456657526 
data(p127):a1(A,3):0.39265940993926157 
data(p127):a2(A,3):-0.02213287401624927 
data(p127):a3(A,3):-0.141389991827937 
data(p127):a4(A,0):-0.376523023753444 
data(p127):a5(A,2):0.20896604392736606 
data(p127):a6(A,3):0.10647473454548444 
data(p127):a7(A,3):-0.06563873072068975 
data(p127):a8(A,3):-0.3951538869618555 
data(p127):a9(A,3):0.7007102367622355 
data(p127):a10(A,3):0.4677919832684997 
data(p127):a11(A,3):0.3486832252773189 
data(p127):a12(A,3):0.5464304629658645 
data(p127):a13(A,3):0.10406911785364723 
data(p127):a14(A,3):0.0368131896167443 
data(p127):a15(A,3):-0.9858707909561307 
data(p127):a16(A,3):-0.1930955577317188 
data(p127):a17(A,3):-0.26807644656959484 
data(p127):a18(A,3):-0.11888940486331845 
data(p127):a19(A,3):-0.2830998179035244 
data(p127):a20(A,3):0.023240663775575484 
data(p127):a21(A,3):1.4283436112331143 
data(p127):a22(A,2):-0.08587922405638798 
data(p127):a23(A,2):0.6023545153133948 
data(p127):a24(A,2):0.3479682185180834 
data(p127):a25(A,1):-0.013936881880861547 
data(p127):a26(A,1):-0.0022625098488839018 
data(p127):a27(A,1):-0.5137512837382451 
data(p127):a28(A,1):-0.31438786989303374 
data(p127):a29(A,1):-0.3812373184325967 
data(p127):a30(A,1):-0.09522918601217549 
data(p127):a31(A,1):0.28474808971036525 
data(p127):a32(A,0):0.14755913651006242 
data(p127):a33(A,0):-0.11176953380718374 
data(p127):a34(A,0):0.10246582796992502 
data(p127):a35(A,0):0.4680633550297696 
data(p127):a36(A,1):0.7409881712238504 
data(p127):a37(A,1):0.1868155399499455 
data(p127):a38(A,0):-0.4533201715437323 
data(p127):a39(A,0):-0.40624477960657956 
data(p127):a40(A,1):0.44958809325384924 
data(p127):a41(A,1):-0.16008282626353024 
data(p127):a42(A,0):-0.18939684224335143 
data(p127):a43(A,0):-0.1726591542628836 
data(p127):a44(A,2):0.3887825812067302 
data(p127):a45(A,2):0.007657557871390387 
data(p127):a46(A,0):-0.5917426395645442 
data(p127):a47(A,1):-0.014132523387421209 
data(p127):a48(A,2):0.4228529423143305 
data(p127):a49(A,2):-0.0014871960714817152 
data(p127):a50(A,0):0.26382826811355975 
data(p127):a51(A,3):1.0318379269236715 
data(p127):a52(A,2):0.9019557526085701 
data(p127):a53(A,2):-0.03911247075911509 
data(p127):a54(A,2):-0.2368148878803563 
data(p127):a55(A,3):-0.5789463281764603 
data(p127):a56(A,0):-0.023092276409365384 
data(p127):a57(A,2):-0.11945816505314298 
data(p127):a58(A,2):0.24110853539533142 
data(p127):a59(A,2):0.019205997284359903 
data(p127):a60(A,3):0.30785580400250734 
data(p48):a1(A,3):0.3342783997804532 
data(p48):a2(A,1):0.06653384936209442 
data(p48):a3(A,1):0.05972967840515503 
data(p48):a4(A,0):-0.38042547747921013 
data(p48):a5(A,0):-0.5074267645672809 
data(p48):a6(A,1):-0.16878212154626027 
data(p48):a7(A,1):0.006165297409633709 
data(p48):a8(A,1):0.28951307121425857 
data(p48):a9(A,1):-0.3222535437581463 
data(p48):a10(A,0):-0.7250398933961446 
data(p48):a11(A,1):-0.32934407437864316 
data(p48):a12(A,2):0.5465173660299958 
data(p48):a13(A,1):-0.08240013981048 
data(p48):a14(A,0):-0.19464553418059388 
data(p48):a15(A,0):0.4561474752795422 
data(p48):a16(A,0):-0.013782944038535782 
data(p48):a17(A,1):0.020144758753556417 
data(p48):a18(A,1):0.14766177889556384 
data(p48):a19(A,0):0.3296694792782453 
data(p48):a20(A,0):-0.06612947161389254 
data(p48):a21(A,1):-1.2150792567829871 
data(p48):a22(A,2):-0.14500998568673545 
